scian_codigo,scian_nivel,scian_titulo,serio_sector,serio_nombre,evidence_type,status,priority,mapping_type,source,justification,reviewed_by,review_date,notes,crosswalk_version,scian_version,serio_version,generated_at,generated_by
5242,RAMA,"Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",524,"Compañías de seguros, fianzas, y administración de fondos para el retiro",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 524 ('Compañías de seguros, fianzas, y administración de fondos para el retiro'), asignado al sector SERIO 'Compañías de seguros, fianzas, y administración de fondos para el retiro'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 524 ('Compañías de seguros, fianzas, y administración de fondos para el retiro') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Compañías de seguros, fianzas, y administración de fondos para el retiro'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5251,RAMA,Sociedades de inversión especializadas en fondos para el retiro,524,"Compañías de seguros, fianzas, y administración de fondos para el retiro",EXPERT,VERIFIED,MEDIUM,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 525 ('Sociedades de inversión especializadas en fondos para el retiro y fondos de inversión'), asignado al sector SERIO 'Compañías de seguros, fianzas, y administración de fondos para el retiro'. Fundamento del subsector padre: Las sociedades de inversión especializadas en fondos para el retiro y los fondos de inversión (525) constituyen una extensión funcional directa de la administración de fondos para el retiro ya contenida en la definición oficial del sector SERIO 524 ('Compañías de seguros, fianzas, y administración de fondos para el retiro'). Ambas actividades pertenecen a la misma cadena de intermediación del ahorro para el retiro (AFORE/SIEFORE) dentro del sistema financiero mexicano. Se asigna con confianza media porque es una decisión de agregación razonable pero no una identidad textual exacta; no se marca para revisión porque no existe ambigüedad real de pertenencia sectorial (no podría pertenecer, por ejemplo, a servicios inmobiliarios o servicios profesionales).",,,Confianza original en Crosswalk Maestro v0.1: MEDIA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5252,RAMA,Fondos de inversión,524,"Compañías de seguros, fianzas, y administración de fondos para el retiro",EXPERT,VERIFIED,MEDIUM,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 525 ('Sociedades de inversión especializadas en fondos para el retiro y fondos de inversión'), asignado al sector SERIO 'Compañías de seguros, fianzas, y administración de fondos para el retiro'. Fundamento del subsector padre: Las sociedades de inversión especializadas en fondos para el retiro y los fondos de inversión (525) constituyen una extensión funcional directa de la administración de fondos para el retiro ya contenida en la definición oficial del sector SERIO 524 ('Compañías de seguros, fianzas, y administración de fondos para el retiro'). Ambas actividades pertenecen a la misma cadena de intermediación del ahorro para el retiro (AFORE/SIEFORE) dentro del sistema financiero mexicano. Se asigna con confianza media porque es una decisión de agregación razonable pero no una identidad textual exacta; no se marca para revisión porque no existe ambigüedad real de pertenencia sectorial (no podría pertenecer, por ejemplo, a servicios inmobiliarios o servicios profesionales).",,,Confianza original en Crosswalk Maestro v0.1: MEDIA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5311,RAMA,Alquiler sin intermediación de bienes raíces,531,Servicios inmobiliarios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 531 ('Servicios inmobiliarios'), asignado al sector SERIO 'Servicios inmobiliarios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 531 ('Servicios inmobiliarios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios inmobiliarios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5312,RAMA,Inmobiliarias y corredores de bienes raíces,531,Servicios inmobiliarios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 531 ('Servicios inmobiliarios'), asignado al sector SERIO 'Servicios inmobiliarios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 531 ('Servicios inmobiliarios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios inmobiliarios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5313,RAMA,Servicios relacionados con los servicios inmobiliarios,531,Servicios inmobiliarios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 531 ('Servicios inmobiliarios'), asignado al sector SERIO 'Servicios inmobiliarios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 531 ('Servicios inmobiliarios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios inmobiliarios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5321,RAMA,"Alquiler de automóviles, camiones y otros transportes terrestres",532,Servicios de alquiler de bienes muebles,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 532 ('Servicios de alquiler de bienes muebles'), asignado al sector SERIO 'Servicios de alquiler de bienes muebles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 532 ('Servicios de alquiler de bienes muebles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de bienes muebles'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5322,RAMA,Alquiler de artículos para el hogar y personales,532,Servicios de alquiler de bienes muebles,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 532 ('Servicios de alquiler de bienes muebles'), asignado al sector SERIO 'Servicios de alquiler de bienes muebles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 532 ('Servicios de alquiler de bienes muebles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de bienes muebles'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5323,RAMA,Centros generales de alquiler,532,Servicios de alquiler de bienes muebles,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 532 ('Servicios de alquiler de bienes muebles'), asignado al sector SERIO 'Servicios de alquiler de bienes muebles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 532 ('Servicios de alquiler de bienes muebles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de bienes muebles'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5324,RAMA,"Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",532,Servicios de alquiler de bienes muebles,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 532 ('Servicios de alquiler de bienes muebles'), asignado al sector SERIO 'Servicios de alquiler de bienes muebles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 532 ('Servicios de alquiler de bienes muebles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de bienes muebles'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5331,RAMA,"Servicios de alquiler de marcas registradas, patentes y franquicias",533,"Servicios de alquiler de marcas registradas, patentes y franquicias",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 533 ('Servicios de alquiler de marcas registradas, patentes y franquicias'), asignado al sector SERIO 'Servicios de alquiler de marcas registradas, patentes y franquicias'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 533 ('Servicios de alquiler de marcas registradas, patentes y franquicias') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de marcas registradas, patentes y franquicias'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5411,RAMA,Servicios legales,541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5412,RAMA,"Servicios de contabilidad, auditoría y servicios relacionados",541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5413,RAMA,"Servicios de arquitectura, ingeniería y actividades relacionadas",541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5414,RAMA,Diseño especializado,541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5415,RAMA,Servicios de diseño de sistemas de cómputo y servicios relacionados,541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5416,RAMA,"Servicios de consultoría administrativa, científica y técnica",541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5417,RAMA,Servicios de investigación científica y desarrollo,541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5418,RAMA,Servicios de publicidad y actividades relacionadas,541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5419,RAMA,"Otros servicios profesionales, científicos y técnicos",541,"Servicios profesionales, científicos y técnicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5511,RAMA,Dirección y administración de grupos empresariales o corporativos,551,Corporativos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 551 ('Dirección y administración de grupos empresariales o corporativos'), asignado al sector SERIO 'Corporativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 551 ('Dirección y administración de grupos empresariales o corporativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Corporativos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5611,RAMA,Servicios de administración de negocios,561,Servicios de apoyo a los negocios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5612,RAMA,Servicios integrales de apoyo a los negocios en instalaciones,561,Servicios de apoyo a los negocios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5613,RAMA,Servicios de empleo,561,Servicios de apoyo a los negocios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5614,RAMA,"Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",561,Servicios de apoyo a los negocios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5615,RAMA,Agencias de viajes y servicios de reservaciones,561,Servicios de apoyo a los negocios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5616,RAMA,"Servicios de investigación, protección y seguridad",561,Servicios de apoyo a los negocios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5617,RAMA,Servicios de limpieza,561,Servicios de apoyo a los negocios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5619,RAMA,Otros servicios de apoyo a los negocios,561,Servicios de apoyo a los negocios,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5621,RAMA,Recolección de residuos,562,Manejo de residuos y servicios de remediación,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 562 ('Manejo de residuos y servicios de remediación'), asignado al sector SERIO 'Manejo de residuos y servicios de remediación'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 562 ('Manejo de residuos y servicios de remediación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Manejo de residuos y servicios de remediación'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5622,RAMA,Tratamiento y disposición final de residuos,562,Manejo de residuos y servicios de remediación,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 562 ('Manejo de residuos y servicios de remediación'), asignado al sector SERIO 'Manejo de residuos y servicios de remediación'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 562 ('Manejo de residuos y servicios de remediación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Manejo de residuos y servicios de remediación'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
5629,RAMA,"Servicios de remediación, recuperación, y otros servicios de manejo de residuos",562,Manejo de residuos y servicios de remediación,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 562 ('Manejo de residuos y servicios de remediación'), asignado al sector SERIO 'Manejo de residuos y servicios de remediación'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 562 ('Manejo de residuos y servicios de remediación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Manejo de residuos y servicios de remediación'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
