"nivel_scian","codigo_scian","descripcion_scian","sector_serio","confianza","requiere_revision","justificacion"
"rama","5242","Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro","Compañías de seguros, fianzas, y administración de fondos para el retiro","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 524 ('Compañías de seguros, fianzas, y administración de fondos para el retiro'), asignado al sector SERIO 'Compañías de seguros, fianzas, y administración de fondos para el retiro'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 524 ('Compañías de seguros, fianzas, y administración de fondos para el retiro') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Compañías de seguros, fianzas, y administración de fondos para el retiro'). No requiere inferencia económica adicional."
"rama","5251","Sociedades de inversión especializadas en fondos para el retiro","Compañías de seguros, fianzas, y administración de fondos para el retiro","MEDIA","NO","Hereda la clasificación de su subsector padre SCIAN 525 ('Sociedades de inversión especializadas en fondos para el retiro y fondos de inversión'), asignado al sector SERIO 'Compañías de seguros, fianzas, y administración de fondos para el retiro'. Fundamento del subsector padre: Las sociedades de inversión especializadas en fondos para el retiro y los fondos de inversión (525) constituyen una extensión funcional directa de la administración de fondos para el retiro ya contenida en la definición oficial del sector SERIO 524 ('Compañías de seguros, fianzas, y administración de fondos para el retiro'). Ambas actividades pertenecen a la misma cadena de intermediación del ahorro para el retiro (AFORE/SIEFORE) dentro del sistema financiero mexicano. Se asigna con confianza media porque es una decisión de agregación razonable pero no una identidad textual exacta; no se marca para revisión porque no existe ambigüedad real de pertenencia sectorial (no podría pertenecer, por ejemplo, a servicios inmobiliarios o servicios profesionales)."
"rama","5252","Fondos de inversión","Compañías de seguros, fianzas, y administración de fondos para el retiro","MEDIA","NO","Hereda la clasificación de su subsector padre SCIAN 525 ('Sociedades de inversión especializadas en fondos para el retiro y fondos de inversión'), asignado al sector SERIO 'Compañías de seguros, fianzas, y administración de fondos para el retiro'. Fundamento del subsector padre: Las sociedades de inversión especializadas en fondos para el retiro y los fondos de inversión (525) constituyen una extensión funcional directa de la administración de fondos para el retiro ya contenida en la definición oficial del sector SERIO 524 ('Compañías de seguros, fianzas, y administración de fondos para el retiro'). Ambas actividades pertenecen a la misma cadena de intermediación del ahorro para el retiro (AFORE/SIEFORE) dentro del sistema financiero mexicano. Se asigna con confianza media porque es una decisión de agregación razonable pero no una identidad textual exacta; no se marca para revisión porque no existe ambigüedad real de pertenencia sectorial (no podría pertenecer, por ejemplo, a servicios inmobiliarios o servicios profesionales)."
"rama","5311","Alquiler sin intermediación de bienes raíces","Servicios inmobiliarios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 531 ('Servicios inmobiliarios'), asignado al sector SERIO 'Servicios inmobiliarios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 531 ('Servicios inmobiliarios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios inmobiliarios'). No requiere inferencia económica adicional."
"rama","5312","Inmobiliarias y corredores de bienes raíces","Servicios inmobiliarios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 531 ('Servicios inmobiliarios'), asignado al sector SERIO 'Servicios inmobiliarios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 531 ('Servicios inmobiliarios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios inmobiliarios'). No requiere inferencia económica adicional."
"rama","5313","Servicios relacionados con los servicios inmobiliarios","Servicios inmobiliarios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 531 ('Servicios inmobiliarios'), asignado al sector SERIO 'Servicios inmobiliarios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 531 ('Servicios inmobiliarios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios inmobiliarios'). No requiere inferencia económica adicional."
"rama","5321","Alquiler de automóviles, camiones y otros transportes terrestres","Servicios de alquiler de bienes muebles","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 532 ('Servicios de alquiler de bienes muebles'), asignado al sector SERIO 'Servicios de alquiler de bienes muebles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 532 ('Servicios de alquiler de bienes muebles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de bienes muebles'). No requiere inferencia económica adicional."
"rama","5322","Alquiler de artículos para el hogar y personales","Servicios de alquiler de bienes muebles","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 532 ('Servicios de alquiler de bienes muebles'), asignado al sector SERIO 'Servicios de alquiler de bienes muebles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 532 ('Servicios de alquiler de bienes muebles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de bienes muebles'). No requiere inferencia económica adicional."
"rama","5323","Centros generales de alquiler","Servicios de alquiler de bienes muebles","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 532 ('Servicios de alquiler de bienes muebles'), asignado al sector SERIO 'Servicios de alquiler de bienes muebles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 532 ('Servicios de alquiler de bienes muebles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de bienes muebles'). No requiere inferencia económica adicional."
"rama","5324","Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios","Servicios de alquiler de bienes muebles","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 532 ('Servicios de alquiler de bienes muebles'), asignado al sector SERIO 'Servicios de alquiler de bienes muebles'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 532 ('Servicios de alquiler de bienes muebles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de bienes muebles'). No requiere inferencia económica adicional."
"rama","5331","Servicios de alquiler de marcas registradas, patentes y franquicias","Servicios de alquiler de marcas registradas, patentes y franquicias","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 533 ('Servicios de alquiler de marcas registradas, patentes y franquicias'), asignado al sector SERIO 'Servicios de alquiler de marcas registradas, patentes y franquicias'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 533 ('Servicios de alquiler de marcas registradas, patentes y franquicias') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alquiler de marcas registradas, patentes y franquicias'). No requiere inferencia económica adicional."
"rama","5411","Servicios legales","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5412","Servicios de contabilidad, auditoría y servicios relacionados","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5413","Servicios de arquitectura, ingeniería y actividades relacionadas","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5414","Diseño especializado","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5415","Servicios de diseño de sistemas de cómputo y servicios relacionados","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5416","Servicios de consultoría administrativa, científica y técnica","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5417","Servicios de investigación científica y desarrollo","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5418","Servicios de publicidad y actividades relacionadas","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5419","Otros servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 541 ('Servicios profesionales, científicos y técnicos'), asignado al sector SERIO 'Servicios profesionales, científicos y técnicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 541 ('Servicios profesionales, científicos y técnicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios profesionales, científicos y técnicos'). No requiere inferencia económica adicional."
"rama","5511","Dirección y administración de grupos empresariales o corporativos","Corporativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 551 ('Dirección y administración de grupos empresariales o corporativos'), asignado al sector SERIO 'Corporativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 551 ('Dirección y administración de grupos empresariales o corporativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Corporativos'). No requiere inferencia económica adicional."
"rama","5611","Servicios de administración de negocios","Servicios de apoyo a los negocios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional."
"rama","5612","Servicios integrales de apoyo a los negocios en instalaciones","Servicios de apoyo a los negocios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional."
"rama","5613","Servicios de empleo","Servicios de apoyo a los negocios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional."
"rama","5614","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares","Servicios de apoyo a los negocios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional."
"rama","5615","Agencias de viajes y servicios de reservaciones","Servicios de apoyo a los negocios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional."
"rama","5616","Servicios de investigación, protección y seguridad","Servicios de apoyo a los negocios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional."
"rama","5617","Servicios de limpieza","Servicios de apoyo a los negocios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional."
"rama","5619","Otros servicios de apoyo a los negocios","Servicios de apoyo a los negocios","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 561 ('Servicios de apoyo a los negocios'), asignado al sector SERIO 'Servicios de apoyo a los negocios'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 561 ('Servicios de apoyo a los negocios') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de apoyo a los negocios'). No requiere inferencia económica adicional."
"rama","5621","Recolección de residuos","Manejo de residuos y servicios de remediación","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 562 ('Manejo de residuos y servicios de remediación'), asignado al sector SERIO 'Manejo de residuos y servicios de remediación'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 562 ('Manejo de residuos y servicios de remediación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Manejo de residuos y servicios de remediación'). No requiere inferencia económica adicional."
"rama","5622","Tratamiento y disposición final de residuos","Manejo de residuos y servicios de remediación","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 562 ('Manejo de residuos y servicios de remediación'), asignado al sector SERIO 'Manejo de residuos y servicios de remediación'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 562 ('Manejo de residuos y servicios de remediación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Manejo de residuos y servicios de remediación'). No requiere inferencia económica adicional."
"rama","5629","Servicios de remediación, recuperación, y otros servicios de manejo de residuos","Manejo de residuos y servicios de remediación","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 562 ('Manejo de residuos y servicios de remediación'), asignado al sector SERIO 'Manejo de residuos y servicios de remediación'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 562 ('Manejo de residuos y servicios de remediación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Manejo de residuos y servicios de remediación'). No requiere inferencia económica adicional."
"rama","6111","Escuelas de educación básica, media y para necesidades especiales","Servicios educativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional."
"rama","6112","Escuelas de educación técnica superior","Servicios educativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional."
"rama","6113","Escuelas de educación superior","Servicios educativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional."
"rama","6114","Escuelas comerciales, de computación y de capacitación para ejecutivos","Servicios educativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional."
"rama","6115","Escuelas de oficios","Servicios educativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional."
"rama","6116","Otros servicios educativos","Servicios educativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional."
"rama","6117","Servicios de apoyo a la educación","Servicios educativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional."
"rama","6211","Consultorios médicos","Servicios médicos de consulta externa y servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional."
"rama","6212","Consultorios dentales","Servicios médicos de consulta externa y servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional."
"rama","6213","Otros consultorios para el cuidado de la salud","Servicios médicos de consulta externa y servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional."
"rama","6214","Centros para la atención de pacientes que no requieren hospitalización","Servicios médicos de consulta externa y servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional."
"rama","6215","Laboratorios médicos y de diagnóstico","Servicios médicos de consulta externa y servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional."
"rama","6216","Servicios de enfermería a domicilio","Servicios médicos de consulta externa y servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional."
"rama","6219","Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médico","Servicios médicos de consulta externa y servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional."
"rama","6221","Hospitales generales","Hospitales","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 622 ('Hospitales'), asignado al sector SERIO 'Hospitales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 622 ('Hospitales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Hospitales'). No requiere inferencia económica adicional."
"rama","6222","Hospitales psiquiátricos y para el tratamiento por adicción","Hospitales","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 622 ('Hospitales'), asignado al sector SERIO 'Hospitales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 622 ('Hospitales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Hospitales'). No requiere inferencia económica adicional."
"rama","6223","Hospitales de otras especialidades médicas","Hospitales","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 622 ('Hospitales'), asignado al sector SERIO 'Hospitales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 622 ('Hospitales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Hospitales'). No requiere inferencia económica adicional."
"rama","6231","Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales","Residencias de asistencia social y para el cuidado de la salud","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud'), asignado al sector SERIO 'Residencias de asistencia social y para el cuidado de la salud'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Residencias de asistencia social y para el cuidado de la salud'). No requiere inferencia económica adicional."
"rama","6232","Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones","Residencias de asistencia social y para el cuidado de la salud","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud'), asignado al sector SERIO 'Residencias de asistencia social y para el cuidado de la salud'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Residencias de asistencia social y para el cuidado de la salud'). No requiere inferencia económica adicional."
"rama","6233","Asilos y otras residencias para el cuidado de ancianos","Residencias de asistencia social y para el cuidado de la salud","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud'), asignado al sector SERIO 'Residencias de asistencia social y para el cuidado de la salud'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Residencias de asistencia social y para el cuidado de la salud'). No requiere inferencia económica adicional."
"rama","6239","Orfanatos y otras residencias de asistencia social","Residencias de asistencia social y para el cuidado de la salud","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud'), asignado al sector SERIO 'Residencias de asistencia social y para el cuidado de la salud'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Residencias de asistencia social y para el cuidado de la salud'). No requiere inferencia económica adicional."
"rama","6241","Servicios de orientación y trabajo social","Otros servicios de asistencia social","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 624 ('Otros servicios de asistencia social'), asignado al sector SERIO 'Otros servicios de asistencia social'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 624 ('Otros servicios de asistencia social') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Otros servicios de asistencia social'). No requiere inferencia económica adicional."
"rama","6242","Servicios comunitarios de alimentación, refugio y emergencia","Otros servicios de asistencia social","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 624 ('Otros servicios de asistencia social'), asignado al sector SERIO 'Otros servicios de asistencia social'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 624 ('Otros servicios de asistencia social') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Otros servicios de asistencia social'). No requiere inferencia económica adicional."
